Store Number,Longitude,Latitude
2791-89020,-81.81,41.24
10842-102811,-82.83,39.86
28180-250430,-80.74,41.03
76522-99371,-81.43,40.86
2348-7447,-81.43,40.86
13456-106319,-81.48,40.86
28529-249929,-81.43,40.86
16651-173404,-84.16,39.64
9571-97388,-84.16,39.61
2290-1641,-81.39,41.43
79430-101771,-82.97,39.35
48883-262390,-83.02,39.33
2520-30979,-84.33,39.27
76901-129152,-84.3,39.3
2407-9612,-84.4,39.11
72990-97122,-84.6,39.19
11652-104465,-84.43,39.25
28299-249837,-84.38,39.2
2322-1920,-84.51,39.1
16133-157389,-84.47,39.3
2203-1500,-84.44,39.15
18510-172906,-84.51,39.11
298-1499,-84.43,39.15
75512-41999,-84.51,39.14
25997-237276,-84.42,39.16
9890-72142,-84.38,39.2
72819-85365,-84.66,39.19
10974-100765,-84.6,39.25
72820-85366,-84.43,39.16
76947-130405,-84.31,39.07
19578-129149,-84.46,39.16
72940-93399,-84.35,39.07
7197-150406,-84.33,39.27
23159-225987,-84.66,39.19
2575-40123,-84.38,39.2
12928-155285,-84.51,39.13
70353-138224,-84.62,39.14
72945-95708,-84.52,39.22
72965-95885,-84.43,39.15
2206-217945,-84.51,39.1
2208-536,-84.51,39.1
2374-9752,-84.27,39.1
11696-105034,-84.31,39.07
2433-17534,-84.44,39.12
2385-12026,-84.3,39.25
27560-247348,-84.51,39.13
17665-183831,-84.59,39.24
19787-189469,-84.51,39.16
75221-94079,-84.51,39.13
2212-639,-84.38,39.15
2420-201504,-84.52,39.13
73876-103619,-84.62,39.14
21456-209565,-81.84,41.41
75224-93773,-81.6,41.51
2316-246204,-81.77,41.49
76740-99373,-81.69,41.46
70074-132045,-81.69,41.51
2300-149264,-81.62,41.5
21273-209564,-81.84,41.41
2307-1291,-81.69,41.5
10208-98599,-81.61,41.51
21574-171187,-81.69,41.5
2536-27088,-81.68,41.5
76764-102487,-81.77,41.47
2390-12002,-81.7,41.5
25355-72805,-81.83,41.37
2274-1579,-81.69,41.5
26795-244749,-81.69,41.5
2265-1295,-81.59,41.5
2618-50059,-81.57,41.52
49354-263766,-84.76,39.17
72459-8952,-82.96,41.37
72460-8953,-82.96,41.37
75862-97996,-82.89,40
2638-29316,-82.98,40.15
2350-5968,-82.91,40.05
28423-249807,-82.91,40.03
23322-220984,-83.06,40.02
2641-63700,-83.01,40.12
2455-19279,-83.04,39.99
15198-158125,-82.98,40.15
2355-4430,-82.99,40.14
25091-239807,-83.15,39.98
76757-108119,-82.92,40.06
26359-243806,-82.99,40.14
10644-101712,-83.03,39.99
28128-249189,-83,39.97
2519-233070,-83.09,40.1
2630-59319,-82.91,40.05
76841-111529,-83.13,39.95
72950-97455,-83.03,40.07
11881-104661,-82.83,39.98
2367-5966,-83,39.96
2508-26327,-83,39.95
75970-107910,-82.89,40
17528-174584,-83,39.96
2434-12757,-83.01,40
24487-122185,-83.03,40.03
9278-233104,-83.02,40.04
2781-241028,-82.86,40.05
19394-93009,-82.82,39.98
75969-107909,-82.89,40
10975-103351,-83.04,40.06
76416-95714,-83.02,40.07
11371-104648,-83.12,39.93
10244-99927,-82.96,40.15
20076-197564,-83.04,39.99
2574-40540,-82.92,40.05
50411-273705,-82.99,40.14
79318-97128,-83,39.95
2540-32919,-83,39.97
72851-93556,-83.1,40.06
28300-249853,-82.98,40.14
48778-264184,-82.89,40
23113-222126,-83,39.98
8880-95180,-82.83,39.93
28261-243829,-82.98,40.06
48786-245624,-83,39.96
22523-221585,-81.51,41.15
76756-108117,-81.48,41.12
13858-109526,-81.48,41.12
14302-117129,-81.48,41.16
24769-238727,-81.51,41.15
73881-131264,-84.14,39.87
27513-243760,-84.21,39.63
22701-217685,-84.08,39.77
75311-96811,-84.2,39.76
76287-91920,-84.1,39.66
2383-10458,-84.22,39.64
19868-194144,-84.11,39.65
3799-115917,-84.16,39.69
21388-212744,-84.22,39.9
2589-54940,-84.18,39.74
72567-108104,-83.11,40.31
17921-174364,-83.07,40.27
76779-108118,-83.09,40.09
13813-109866,-83.13,40.07
25358-240686,-83.16,40.11
2419-4434,-83.11,40.1
72871-95072,-83.16,40.1
79368-103012,-83.12,40.1
28215-250107,-83.13,40.08
72875-74151,-83.16,40.1
79371-97127,-83.09,40.12
3573-137531,-82.08,41.41
73820-113204,-84.31,39.86
10516-99997,-84.07,39.78
2790-89741,-84.52,39.34
76783-108116,-81.85,41.46
13205-104538,-81.85,41.46
24886-237519,-83.61,41.06
11281-104005,-84.52,39.3
73706-109464,-84.33,39.5
79434-103771,-82.87,40.01
79365-101769,-83.16,39.95
9405-96432,-81.62,41.41
22528-198264,-81.46,40.96
2453-19280,-83.06,39.88
10288-99990,-83.04,39.88
76857-113949,-83.04,39.88
73913-87640,-83.07,39.84
21213-209986,-84.46,39.36
76289-95454,-84.5,39.39
3878-129151,-84.79,39.25
47964-254404,-82.44,40.03
2431-233164,-83.12,40.03
76414-90406,-83.12,40.04
23420-229545,-83.7,41.61
21642-212105,-83.71,41.61
2321-1986,-81.44,41.24
2531-35240,-81.64,41.4
29458-253945,-83.6,39.62
2954-93201,-81.35,41.15
72906-94520,-84.12,39.7
75822-98572,-84.25,39.36
79210-93002,-82.58,39.72
13457-106689,-82.61,39.73
79498-102561,-84.18,39.45
2681-66702,-83.02,40.16
6016-135274,-83.03,40.2
79392-102563,-84.41,39.34
11739-104931,-84.38,39.38
27624-248085,-84.37,39.37
78087-125110,-84.12,40.74
20083-195684,-82.2,41.43
72534-102564,-84.26,39.26
2692-83761,-81.5,41.5
72849-93955,-81.5,41.5
286-1502,-84.36,39.19
72535-102000,-84.22,39.35
72821-87633,-82.55,40.72
72568-108100,-82.48,40.78
2793-89780,-82.59,40.79
75519-56839,-81.23,41.29
75518-56819,-81.23,41.29
11283-103634,-83.08,40.58
72825-87641,-83.12,40.56
10843-102043,-83.35,40.24
26996-242709,-83.37,40.24
10787-101285,-84.31,39.31
79482-104060,-84.28,39.36
72852-93771,-84.32,39.32
10049-99147,-81.52,40.77
76413-96612,-81.5,40.8
19923-195067,-83.66,41.59
8796-95057,-81.44,41.52
19443-197088,-81.44,41.53
76571-101530,-81.86,41.16
10645-101967,-81.86,41.15
2534-35239,-81.37,41.66
76858-111527,-81.29,41.69
28631-250016,-81.36,41.66
2598-57259,-81.3,41.68
10788-100027,-84.23,39.61
20326-204784,-84.26,39.63
2640-65860,-84.23,39.2
17962-183828,-84.28,39.16
8894-150408,-83.92,39.04
72827-87635,-82.46,40.4
2560-40499,-82.82,40.08
72805-74185,-82.83,40.09
25385-230368,-82.82,40.09
29010-248688,-82.43,40.08
10287-100622,-80.75,41.21
27534-244167,-80.75,41.21
2577-48819,-81.37,40.88
2242-1185,-81.43,40.88
76415-96610,-81.9,41.42
28181-250429,-81.88,41.43
2721-87261,-81.91,41.42
27456-74435,-81.92,41.42
28541-250013,-81.91,41.42
2315-1987,-81.9,41.43
76288-91940,-81.53,41.31
24141-202466,-84.47,39.15
2384-10478,-84.17,39.71
73845-119746,-83.47,41.64
20078-194451,-84.75,39.51
2588-51399,-84.74,39.51
47411-250258,-84.73,39.5
9309-96176,-81.74,41.38
25041-239726,-81.68,41.36
76535-99372,-81.74,41.38
73719-108103,-82.66,40
19772-188124,-83.6,41.55
8879-94340,-83.64,41.53
72865-262664,-83.6,41.54
72806-87642,-82.78,39.91
20129-174985,-82.79,39.93
2583-48779,-80.63,41.02
79500-101770,-83,38.74
2576-40539,-83.09,40.16
23499-217691,-83.09,40.16
73890-97130,-83.1,40.16
70351-141552,-82.79,39.94
9404-96433,-82.78,39.99
76443-97501,-82.79,39.99
75489-112624,-82.9,40.05
2333-4740,-81.84,41.48
24894-239195,-81.86,41.46
29829-248567,-82.7,41.43
76605-103823,-82.67,41.42
9440-96856,-82.66,41.41
75528-56319,-81.91,41.03
73705-101999,-84.39,39.3
73974-113205,-84.19,40.29
18299-185844,-81.44,41.38
23958-229010,-81.43,41.38
2297-169945,-81.54,41.5
21375-209485,-84.22,39.38
70352-138225,-84.21,39.38
17950-184388,-84.45,39.29
24568-236524,-84.47,39.29
22113-217692,-84.38,40.55
11541-103628,-80.87,40.07
19223-105642,-80.87,40.07
13265-105382,-81.41,41.16
76734-101531,-81.41,41.16
76597-101600,-81.35,41.24
11977-104541,-81.36,41.25
2702-72825,-81.83,41.31
28620-249928,-81.82,41.31
22989-222127,-81.84,41.3
76382-97125,-81.83,41.32
13960-88301,-81.82,41.31
47562-229644,-82.92,40.26
13836-109044,-82.93,40.27
79301-100891,-83.69,41.71
72585-107978,-83.72,41.69
9772-98362,-83.62,41.68
75200-91001,-83.61,41.66
28756-249861,-83.64,41.7
47260-256128,-83.56,41.72
11373-103632,-83.67,41.62
72862-87657,-83.59,41.7
29009-133410,-83.68,41.66
21314-209465,-83.71,41.67
2831-250113,-83.65,41.7
72888-254885,-84.22,40.03
11857-105391,-81.44,41.31
22965-220464,-81.47,40.96
2644-192204,-83.07,40.05
2465-19281,-83.05,40.01
13861-108283,-83.06,40.02
3510-142866,-84.22,39.9
17836-176104,-81.73,41.05
76559-97456,-81.69,41.04
10243-100340,-80.74,41.22
16037-166007,-83.76,41.51
47963-255225,-82.98,39.13
72900-94526,-84.46,39.35
72840-74334,-84.38,39.36
17636-183804,-84.36,39.36
15622-160612,-84.4,41.61
15621-160611,-84.4,41.61
13961-107713,-84.37,39.35
9891-97480,-84.43,39.32
24967-88919,-82.93,40.11
72962-93007,-82.9,40.08
72887-74229,-82.92,40.15
2376-4431,-82.93,40.11
72903-95782,-82.93,40.14
21528-193546,-81.95,41.46
2580-48760,-81.96,41.46
76319-95711,-82.9,39.97
2406-12023,-81.43,41.63
19870-129824,-81.43,41.63
2324-239745,-81.48,41.46
11284-103571,-81.95,40.85
10289-99991,-83.02,40.11
78093-117045,-84.03,39.81
48197-90385,-80.66,41.17
72569-93001,-82.02,39.98
11067-103570,-82.03,39.99
11142-104300,-97.17,34.19
73842-121705,-95.94,36.71
13206-107099,-95.93,36.75
11197-102123,-95.81,36.06
24934-239193,-95.78,36.07
70354-139507,-95.79,36.07
10400-100065,-97.46,35.64
2685-58159,-97.48,35.64
11286-104403,-97.46,35.61
27433-247392,-97.5,35.67
6857-83927,-97.47,35.65
70086-134936,-97.47,35.65
72664-64982,-97.46,35.65
10612-101375,-97.91,36.39
27316-246764,-98.4,34.67
22602-222605,-96.01,35.99
17056-178330,-98.49,34.63
10168-99962,-98.44,34.62
10754-101629,-97.4,35.44
76482-98011,-97.4,35.44
10753-102015,-97.5,35.32
23027-222607,-97.49,35.36
5094-147311,-97.5,35.32
70052-116984,-97.44,35.21
11884-105594,-97.44,35.21
11198-103824,-97.46,35.22
76719-100226,-97.48,35.24
6952-89261,-97.5,35.23
18317-166404,-97.48,35.24
8925-93707,-97.62,35.46
10518-100464,-97.51,35.46
6543-57999,-97.64,35.56
9723-84827,-97.57,35.53
14406-115228,-97.57,35.51
9962-98979,-97.62,35.61
76339-90442,-97.56,35.52
72670-64981,-97.55,35.61
6805-74044,-97.54,35.52
7996-95385,-97.55,35.39
6490-57939,-97.53,35.54
28596-249836,-97.54,35.52
29238-252149,-97.4,35.42
6544-57959,-97.55,35.61
78095-116484,-97.52,35.48
10694-100468,-97.57,35.55
76132-87729,-97.64,35.56
28170-250344,-95.82,36.32
11145-103489,-95.84,36.29
76492-98015,-95.82,36.28
73841-121689,-97.07,36.73
22603-222606,-96.11,36.13
10976-102016,-96.93,35.38
13815-96547,-97.06,36.13
73840-121690,-97.06,36.13
11288-103408,-95.89,36
5110-143885,-95.89,36.02
10519-100532,-95.98,36.11
8926-95386,-95.97,36.06
76890-121288,-96.01,36.06
6797-78588,-95.94,36.09
11199-74048,-95.88,36.06
11936-104883,-95.87,36.05
75902-103948,-95.89,36.19
13634-106982,-95.92,36.03
10570-101734,-95.92,36.08
26175-243757,-95.92,36.14
75800-104383,-95.89,36.19
6880-68363,-95.95,36.02
6736-75785,-95.96,36.13
72671-65001,-95.86,36.06
24996-215306,-96,36.15
19312-200385,-95.92,36.14
19781-165486,-95.91,36.1
28524-249864,-95.89,36.06
26173-243758,-96,36.05
3439-92000,-95.89,36.06
9923-98861,-97.62,35.55
76988-137291,-97.76,35.48
11146-103004,-97.76,35.48
74304-77300,-123.08,44.63
3410-87040,-123.08,44.63
25108-237985,-123.09,44.63
27541-244910,-123.08,44.63
13326-105968,-123.11,44.65
79457-101211,-122.86,45.48
442-15,-122.87,45.54
73555-79347,-122.67,42.19
448-933,-122.71,42.2
74444-94719,-123.81,46.19
49585-269685,-117.82,44.78
74286-76340,-117.82,44.78
10169-99666,-122.77,45.49
74325-79122,-122.83,45.44
2915-85627,-122.8,45.49
427-94723,-122.81,45.5
10466-100969,-122.79,45.46
408-14,-122.8,45.49
76160-92403,-122.79,45.49
14026-108060,-122.87,45.54
478-2786,-122.83,45.44
75291-98412,-122.8,45.49
79525-97822,-122.83,45.48
14028-108063,-122.81,45.49
456-1003,-122.84,45.52
8771-81901,-121.26,44.06
76631-99428,-121.3,44.1
73685-104191,-121.3,44.07
74906-101473,-121.3,44.06
28262-198784,-121.31,44.03
74221-42079,-121.3,44.08
441-159826,-121.31,44.03
9725-96903,-121.3,44.1
445-534,-121.31,44.06
74365-112985,-121.33,44.05
2815-83074,-121.33,44.05
29715-254871,-121.31,44.05
72947-94717,-124.29,42.05
476-10258,-122.68,45.27
72234-22482,-122.68,45.27
25772-239626,-122.7,45.26
76523-99426,-122.57,45.43
74103-22841,-122.54,45.43
3386-74722,-122.56,45.43
439-150,-122.54,45.43
74986-112847,-124.21,43.36
2794-85624,-123.05,45.52
15555-137086,-123.04,45.52
421-165,-123.26,44.56
72912-94362,-123.27,44.58
74210-112984,-123.31,44.55
74345-82461,-123.25,44.59
458-1344,-123.28,44.59
3415-86784,-123.26,44.58
79547-104100,-123.05,43.8
10170-96331,-123.31,44.93
74778-98723,-123.31,44.93
79622-104108,-122.46,45.42
70366-136369,-123.09,44.01
3409-155584,-123.1,44.05
422-157,-123.09,44.04
17920-172645,-123.14,44.05
22349-219284,-123.09,44.03
73497-52339,-123.18,44.07
74236-42119,-123.07,44.08
25591-240768,-123.07,44.04
3367-63119,-123.1,44.07
79424-106086,-123.13,44.1
74312-78800,-123.09,44.04
72731-66880,-123.14,44.05
449-935,-123.08,44.07
16863-172346,-123.17,44.05
459-850,-123.08,44.05
73336-21780,-123.07,44.07
2975-93350,-123.1,44.09
73187-21447,-123.12,44.04
3416-222547,-123.09,44.05
27299-245302,-123.06,44.05
24890-237501,-122.44,45.53
74793-98724,-124.1,43.97
74775-79469,-123.1,45.52
23945-229009,-123.11,45.52
79620-106262,-122.58,45.38
26999-237452,-123.32,42.43
24938-228284,-123.3,42.44
16758-104097,-123.33,42.44
14030-108069,-122.41,45.5
74390-77221,-122.42,45.51
74498-77303,-122.48,45.49
483-12793,-122.44,45.5
25973-140885,-122.41,45.5
3405-83782,-122.41,45.5
468-840,-122.58,45.45
17765-173607,-122.51,45.43
48908-259870,-122.49,45.43
8841-85602,-122.57,45.44
28302-249871,-122.58,45.44
79635-104199,-119.29,45.83
9724-98010,-119.29,45.85
74303-77222,-122.87,45.54
72708-33980,-122.9,45.55
9498-94401,-122.99,45.52
26784-245565,-122.96,45.5
13903-108317,-122.9,45.54
2866-25929,-122.88,45.53
472-1839,-122.92,45.53
73479-40442,-122.96,45.53
13325-104562,-122.91,45.5
13267-104560,-122.94,45.53
496-23249,-122.9,45.55
14031-108061,-122.97,45.52
9531-96536,-121.5,45.71
74309-79100,-121.53,45.71
79550-106261,-123.21,44.23
13862-101607,-123,45.01
76560-96841,-122.99,45.01
74459-95598,-123.02,45
24813-238368,-121.75,42.21
29464-253164,-121.72,42.21
74262-69540,-118.08,45.32
10401-100738,-118.07,45.33
73593-24389,-122.72,45.41
74424-93971,-122.67,45.42
487-245066,-122.74,45.4
438-147,-122.72,45.41
464-1598,-122.68,45.41
440-13,-122.66,45.42
15430-155525,-122.72,45.41
3398-39679,-122.74,45.42
461-1346,-122.7,45.43
9371-96415,-122.74,45.42
74279-74781,-122.74,45.4
74321-79468,-122.91,44.53
74987-104321,-124.01,45
8843-93347,-124.01,44.99
74989-104096,-121.13,44.64
8736-94344,-123.21,45.2
19454-194884,-123.2,45.2
74804-98721,-123.17,45.23
21869-211218,-122.85,42.31
444-282,-122.87,42.34
79353-103328,-122.87,42.35
24908-237594,-122.88,42.35
14320-112784,-122.86,42.36
24852-161024,-122.83,42.32
74815-99768,-122.86,42.36
79553-98722,-122.87,42.33
22645-207205,-122.87,42.33
2865-92660,-122.88,42.34
3374-67080,-122.63,45.44
434-154,-122.63,45.42
48886-263964,-122.63,45.42
79597-100303,-122.62,45.45
74468-95924,-122.59,45.42
74976-104178,-122.6,45.15
24960-237084,-122.95,45.3
72793-57539,-122.94,45.31
72230-35300,-124.05,44.65
8842-93348,-124.05,44.64
74977-101965,-124.24,43.41
19884-189744,-122.63,45.41
16317-170380,-122.57,45.34
498-52140,-122.6,45.37
10330-99342,-122.58,45.32
416-184,-122.58,45.33
79623-112846,-118.81,45.67
10402-100742,-118.81,45.66
75916-104381,-122.59,45.59
79336-101746,-122.74,45.59
10051-97663,-122.62,45.49
3713-82764,-122.69,45.47
14044-108071,-122.56,45.52
47990-255371,-122.61,45.53
413-183,-122.65,45.47
437-148,-122.62,45.55
419-163,-122.64,45.53
47403-256547,-122.59,45.59
401-172,-122.68,45.52
10465-99640,-122.58,45.5
29354-250711,-122.6,45.55
14045-108072,-122.66,45.53
14042-108068,-122.53,45.5
477-5346,-122.7,45.53
415-51,-122.76,45.49
70338-132825,-122.68,45.53
14043-108070,-122.48,45.53
9337-95115,-122.78,45.54
463-210425,-122.84,45.55
5109-148124,-122.57,45.58
471-2064,-122.69,45.5
72746-71620,-122.58,45.46
19690-184986,-122.68,45.52
491-31999,-122.62,45.53
19198-178684,-122.7,45.47
410-180,-122.66,45.53
22003-216444,-122.6,45.57
24937-228204,-122.58,45.45
3714-12516,-122.66,45.53
435-149,-122.62,45.53
73438-22008,-122.87,45.56
21935-209067,-122.66,45.53
11200-104422,-122.73,45.51
11545-104200,-122.53,45.56
24166-236326,-122.68,45.52
74421-82462,-122.68,45.52
3301-12515,-122.68,45.52
75917-104380,-122.59,45.59
15510-158404,-122.68,45.52
74458-82467,-122.75,45.59
17747-173586,-122.68,45.61
14047-108074,-122.66,45.57
466-1595,-122.68,45.53
493-34280,-122.75,45.41
3390-75081,-122.69,45.52
454-723,-122.75,45.47
414-1704,-122.68,45.51
417-185,-122.71,45.47
16862-170379,-122.64,45.51
79540-104109,-122.54,45.52
14046-108073,-122.66,45.53
79496-94713,-122.6,45.53
11544-103918,-122.56,45.57
8737-94357,-122.72,45.45
3380-73820,-122.68,45.53
14041-108067,-122.63,45.5
73396-24377,-122.73,45.49
11374-103921,-122.69,45.52
428-156,-122.69,45.53
79416-103054,-122.61,45.52
473-4109,-122.68,45.46
19506-196586,-122.68,45.52
467-1566,-122.75,45.52
73790-101210,-122.81,45.53
455-1043,-122.68,45.52
72910-94263,-122.68,45.58
2925-93248,-122.7,45.52
74277-35465,-122.59,45.55
420-164,-122.64,45.52
15727-156713,-122.68,45.52
79385-102662,-122.84,45.55
27041-245837,-122.73,45.58
433-153,-122.69,45.48
474-1392,-122.68,45.52
22481-213006,-122.67,45.5
79388-104089,-122.75,45.52
79502-104095,-122.66,45.57
24167-236327,-122.68,45.51
451-917,-122.68,45.51
18729-153474,-122.54,45.53
412-182,-122.68,45.52
432-152,-122.67,45.48
73737-106087,-122.56,45.53
47493-257984,-122.59,45.59
79501-104105,-122.65,45.53
402-173,-122.68,45.52
72744-71580,-122.69,45.52
470-1963,-122.68,45.51
74193-26809,-122.62,45.5
431-151,-122.75,45.59
405-177,-122.63,45.51
475-7987,-122.65,45.55
8719-94366,-122.69,45.51
74426-93972,-122.81,45.53
480-12794,-122.56,45.53
469-1380,-122.68,45.52
3399-77141,-122.58,45.49
450-1004,-122.68,45.52
79541-101961,-122.54,45.5
14998-154085,-122.68,45.52
409-179,-122.65,45.53
9666-241713,-122.71,45.55
465-1682,-122.65,45.46
14040-108059,-122.68,45.51
28527-249912,-122.68,45.52
72697-77801,-122.56,45.52
74107-22882,-122.68,45.61
18116-172345,-122.68,45.61
10695-102080,-120.83,44.3
9533-96575,-121.19,44.27
73742-94701,-121.18,44.27
74359-27227,-121.18,44.26
19821-154084,-121.18,44.26
73839-96219,-123.37,43.23
14304-116084,-123.37,43.23
74311-77301,-123.35,43.23
411-181,-123.04,44.94
429-166,-123.04,44.91
14370-108622,-122.98,44.97
9611-96899,-123.05,44.95
74417-83343,-123.02,44.94
14305-115144,-123.04,44.9
8738-84545,-122.98,44.94
74324-79121,-123.02,44.87
74682-97009,-123.06,44.94
9924-98960,-123.03,44.96
72911-83342,-123.04,44.91
79624-112845,-122.98,44.97
492-248725,-123.03,45
74929-103073,-122.28,45.4
72866-94361,-122.29,45.4
3373-219105,-122.28,45.4
25974-239805,-122.88,45.74
74362-80255,-123.92,45.99
76261-81044,-122.84,45.37
497-12791,-122.84,45.37
74205-111765,-122.85,45.35
22478-206224,-122.84,45.37
79661-101963,-122.79,45
79768-127826,-123.02,44.06
15849-161546,-122.93,44.05
11201-103053,-123.04,44.08
25110-237489,-123.04,44.07
2976-93539,-123,44.06
13327-106751,-122.83,45.85
79616-104103,-122.83,45.85
74863-97824,-122.8,44.81
23938-229066,-121.44,43.87
12448-104101,-122.73,44.4
74302-77220,-121.19,45.6
79246-100439,-121.2,45.61
21268-206225,-121.2,45.61
418-2004,-122.8,45.4
10696-88066,-122.75,45.39
447-896,-122.81,45.44
3366-51021,-122.78,45.42
3389-75082,-122.75,45.44
74448-81040,-122.79,45.41
73188-21449,-122.82,45.43
24162-229345,-122.78,45.44
10290-252065,-122.78,45.45
28347-249758,-122.78,45.45
72232-35301,-122.75,45.44
406-178,-122.78,45.45
79495-103827,-123.85,45.47
74956-99503,-123.85,45.46
74369-81041,-122.41,45.53
489-14171,-122.4,45.52
73418-26487,-122.4,45.52
72991-93502,-122.91,45.5
14371-106825,-122.76,45.38
457-52,-122.77,45.38
11978-103919,-122.75,45.38
72231-35319,-123.9,46.16
10467-100979,-123.9,46.16
424-161,-122.61,45.37
494-253968,-122.64,45.39
484-19399,-122.65,45.36
74135-26788,-122.65,45.36
2795-83781,-122.77,45.34
15618-154524,-122.77,45.3
482-247985,-122.77,45.3
2916-82363,-122.77,45.3
72229-35299,-122.43,45.53
10291-99827,-122.43,45.53
23688-223266,-122.88,45.16
22430-217004,-122.83,45.15
74316-79120,-122.83,45.15
8735-94342,-122.88,45.15
74376-101348,-122.62,45.48
21386-208584,-75.09,40.09
21113-209293,-75.12,40.13
3874-137944,-75.44,40.65
26156-241967,-75.47,40.6
13542-107034,-75.55,40.59
3939-146484,-75.54,40.61
78015-112584,-75.56,40.57
10080-99111,-75.49,40.56
11375-103176,-75.44,40.64
767-609,-75.29,40.01
785-8748,-75.24,40.01
14204-113852,-80.3,40.7
72418-3868,-78.49,40.03
75857-101421,-78.52,39.97
10403-99854,-79.84,40.14
28307-249910,-80.05,40.34
760-248038,-80.03,40.34
23828-230584,-80.06,40.34
22966-222125,-80.05,40.35
24355-179424,-75.3,40.65
11546-104019,-75.42,40.66
18343-182408,-76.45,41.01
75493-113485,-76.45,41.01
75642-49559,-76.02,40.2
8845-91062,-78.24,40
7875-66800,-80.1,40.38
22032-217045,-80.11,40.35
22303-219806,-75.4,39.88
766-608,-75.35,39.96
9776-244447,-75.35,39.98
781-1765,-75.32,40.02
21911-215965,-79.95,40.88
8966-94758,-76.93,40.24
11740-106146,-76.93,40.22
27550-189471,-76.94,40.24
8994-90260,-80.17,40.26
28126-93299,-77.18,40.2
9572-96062,-77.16,40.2
76565-97430,-77.16,40.2
74674-96153,-75.24,40.27
76739-106436,-77.63,39.94
10292-250588,-77.63,39.94
3873-141268,-75.16,40.08
70018-114085,-79.38,41.21
11937-99368,-75.7,41.49
14518-175364,-75.48,40.16
8700-94181,-75.29,40.09
79271-74428,-80.11,40.7
796-9432,-80.08,40.69
7630-28587,-80.11,40.68
15627-163264,-75.41,40.05
2955-92701,-75.64,41.47
9535-95284,-75.13,40.27
10331-99662,-75.13,40.32
782-1717,-75.13,40.31
7891-81083,-75.17,40.14
786-8045,-75.31,40.14
3858-140727,-75.27,40.69
9534-96146,-75.28,40.72
10613-100384,-75.44,39.98
28117-247973,-76.59,40.14
23299-228146,-75.83,40.15
23198-228147,-77.07,40.28
21890-211844,-76.16,40.17
9310-94168,-80.1,42.07
23005-211224,-80.13,42.1
19846-200144,-80.09,42.06
19053-197086,-80.09,42.05
7736-59399,-80.09,42.13
8844-94170,-80.1,42.06
11290-104021,-75.62,40.03
28667-250141,-75.63,40.03
27101-246770,-75.66,40.05
21123-129489,-75.63,40.04
21283-199163,-75.63,40.03
70356-137948,-75.66,40.05
22312-211364,-80.18,40.45
2797-88800,-75,40.15
22920-213824,-75.21,40.11
7750-52139,-75.21,40.1
18887-189364,-77.2,39.84
7776-239424,-79.94,40.64
76814-111888,-80.01,40.62
76830-98021,-75.53,39.88
763-604,-75.54,39.86
27778-248690,-75.54,39.88
22598-220704,-79.5,40.3
10293-99852,-79.58,40.31
22715-214871,-80.16,41.14
15781-156770,-76.99,39.83
11547-104513,-76.96,39.77
20283-189472,-76.86,40.33
76674-99665,-76.81,40.25
49267-267324,-76.81,40.31
10977-103124,-76.82,40.28
7937-94760,-76.85,40.3
13543-107050,-76.83,40.25
20282-197244,-75.3,39.97
792-14033,-75.32,39.97
25009-231728,-75.34,40.56
13697-107578,-80.45,41.23
75292-97046,-76.68,40.26
49520-268890,-76.65,40.27
11291-94553,-76.65,40.29
78040-125104,-76.79,40.22
20379-205087,-75.13,40.18
74616-87560,-75.09,40.09
9573-95950,-75.07,40.17
10873-100657,-79.18,40.61
23906-204845,-79.16,40.62
17750-179384,-79.69,40.32
74850-83338,-75.09,40.26
777-1555,-75.13,40.1
12481-146726,-75.64,40.97
10404-100419,-78.85,40.28
7859-81089,-75.68,39.86
10171-99122,-75.39,40.09
783-147865,-75.39,40.09
23465-230292,-75.4,40.08
755-167564,-75.36,40.09
74668-96157,-75.36,40.09
28194-266284,-75.39,40.09
23949-216285,-75.38,40.09
7130-146725,-75.37,40.09
22987-187464,-75.78,40.51
76483-95666,-76.2,40.03
7581-19722,-76.22,40.03
14189-106800,-76.34,40.07
28364-249882,-76.34,40.07
10081-99369,-76.34,40.04
10210-99922,-76.32,40.08
13984-114625,-74.88,40.18
74666-95163,-74.91,40.18
76735-102923,-74.88,40.18
28537-249942,-74.88,40.18
9468-96154,-75.29,40.25
27480-247810,-79.39,40.29
75868-102438,-76.57,40.21
11548-102139,-75.41,40.56
25011-236304,-76.89,40.96
24715-238726,-76.88,40.98
7830-77000,-75.65,40.06
16136-156773,-76.3,40.13
3418-102631,-76.31,40.13
75485-105485,-77.46,41.14
2796-89420,-76.8,40.31
1339-139427,-75.52,40.05
14456-112884,-80.08,40.28
9992-98954,-80.13,40.27
22657-216286,-80.1,40.3
22111-213744,-77.03,40.25
76765-80541,-77.01,40.25
22656-207925,-77.01,40.25
28127-245827,-76.98,40.19
7837-77001,-75.38,39.92
75897-103607,-76.76,40.2
76562-99399,-80.3,40.68
9441-96685,-80.3,40.68
28625-249955,-79.79,40.43
72781-74404,-79.77,40.44
798-239724,-75.24,40.24
7660-38340,-80.22,40.52
10082-99076,-75.68,41.36
17013-171584,-75.33,41.1
76941-135785,-76.83,41.24
19193-181664,-79.7,40.43
790-13828,-74.95,40.36
72870-92342,-79.75,40.59
75879-103606,-79.57,40.21
17208-172184,-77.56,40.14
769-979,-74.94,40.23
10914-103149,-75.39,39.99
765-607,-75.4,40.13
